;QUARTO_INFOS;GARAGEM_INFOS;BANHEIROS_INFOS;AREA_SEGMENTADA;BAIRRO;FAIXA_PRECOS
4568;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Brotas;(450000.0, 650000.0]
4569;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Vila Laura;(-0.001, 300000.0]
4570;2 quartos;;2 banheiros;(12.999, 60.0];Imbuí;(-0.001, 300000.0]
4571;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Patamares;(300000.0, 450000.0]
4572;3 quartos;1 vaga de garagem;1 banheiro;(80.0, 110.0];Piatã;(450000.0, 650000.0]
4573;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Armação;(650000.0, 1140000.0]
4574;2 quartos;;1 banheiro;(60.0, 80.0];Dois de Julho;(-0.001, 300000.0]
4575;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
4576;3 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
4577;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4578;3 quartos;2 vagas de garagem;5 ou mais banheiros;(80.0, 110.0];Alphaville I;(1140000.0, 88000000.0]
4579;4 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Jardim Apipema;(450000.0, 650000.0]
4580;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(300000.0, 450000.0]
4581;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
4582;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Federação;(300000.0, 450000.0]
4583;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Nazaré;(-0.001, 300000.0]
4584;2 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Candeal;(450000.0, 650000.0]
4585;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Santa Teresa;(-0.001, 300000.0]
4586;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Itapuã;(-0.001, 300000.0]
4587;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
4588;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
4589;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Ondina;(650000.0, 1140000.0]
4590;3 quartos;;1 banheiro;(110.0, 163.0];Campo Grande;(300000.0, 450000.0]
4591;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Costa Azul;(450000.0, 650000.0]
4592;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Stella Maris;(450000.0, 650000.0]
4593;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
4594;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Barra;(650000.0, 1140000.0]
4595;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4596;3 quartos;;2 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
4597;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
4598;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(650000.0, 1140000.0]
4599;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Itaigara;(650000.0, 1140000.0]
4600;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Dom Avelar;(-0.001, 300000.0]
4601;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Jardim das Margaridas;(-0.001, 300000.0]
4602;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Novo Marotinho;(-0.001, 300000.0]
4603;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];São Rafael;(-0.001, 300000.0]
4604;5 ou mais quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
4605;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Costa Azul;(-0.001, 300000.0]
4606;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Barreiras;(-0.001, 300000.0]
4607;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Patamares;(650000.0, 1140000.0]
4608;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barra;(450000.0, 650000.0]
4609;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
4610;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
4611;4 quartos;3 vagas de garagem;2 banheiros;(110.0, 163.0];Brotas;(450000.0, 650000.0]
4612;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Pituba;(300000.0, 450000.0]
4613;3 quartos;2 vagas de garagem;3 banheiros;(163.0, 4126.0];Barra;(650000.0, 1140000.0]
4614;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Candeal;(-0.001, 300000.0]
4615;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Brotas;(-0.001, 300000.0]
4616;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(-0.001, 300000.0]
4617;3 quartos;;4 banheiros;(110.0, 163.0];Horto Bela Vista;(650000.0, 1140000.0]
4618;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Horto Bela Vista;(300000.0, 450000.0]
4619;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Alphaville I;(450000.0, 650000.0]
4620;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
4621;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barra;(-0.001, 300000.0]
4622;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Centro Administrativo da Bahia;(450000.0, 650000.0]
4623;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Imbuí;(-0.001, 300000.0]
4624;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(300000.0, 450000.0]
4625;4 quartos;2 vagas de garagem;3 banheiros;(163.0, 4126.0];Jardim Apipema;(650000.0, 1140000.0]
4626;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
4627;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Graça;(650000.0, 1140000.0]
4628;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(300000.0, 450000.0]
4629;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Imbuí;(650000.0, 1140000.0]
4630;3 quartos;;2 banheiros;(110.0, 163.0];Nazaré;(-0.001, 300000.0]
4631;3 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Imbuí;(650000.0, 1140000.0]
4632;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Pituba;(650000.0, 1140000.0]
4633;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Ondina;(650000.0, 1140000.0]
4634;1 quarto;1 vaga de garagem;2 banheiros;(12.999, 60.0];Rio Vermelho;(300000.0, 450000.0]
4635;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
4636;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Luiz Anselmo;(300000.0, 450000.0]
4637;1 quarto;;1 banheiro;(12.999, 60.0];Caminho das Árvores;(-0.001, 300000.0]
4638;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
4639;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
4640;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Garcia;(450000.0, 650000.0]
4641;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Costa Azul;(450000.0, 650000.0]
4642;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Patamares;(650000.0, 1140000.0]
4643;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Patamares;(650000.0, 1140000.0]
4644;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Caminho das Árvores;(450000.0, 650000.0]
4645;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Amaralina;(-0.001, 300000.0]
4646;2 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Itaigara;(650000.0, 1140000.0]
4647;2 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Caminho das Árvores;(1140000.0, 88000000.0]
4648;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Ondina;(1140000.0, 88000000.0]
4649;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Alphaville I;(450000.0, 650000.0]
4650;4 quartos;;3 banheiros;(110.0, 163.0];Graça;(650000.0, 1140000.0]
4651;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Horto Florestal;(1140000.0, 88000000.0]
4652;3 quartos;;2 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4653;4 quartos;;1 banheiro;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
4654;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Garcia;(300000.0, 450000.0]
4655;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Amaralina;(-0.001, 300000.0]
4656;4 quartos;3 vagas de garagem;2 banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4657;2 quartos;;2 banheiros;(60.0, 80.0];Vitória;(300000.0, 450000.0]
4658;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barra;(300000.0, 450000.0]
4659;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
4660;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
4661;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4662;3 quartos;;3 banheiros;(110.0, 163.0];Rio Vermelho;(300000.0, 450000.0]
4663;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4664;2 quartos;5 ou mais vagas de garagem;2 banheiros;(12.999, 60.0];Vale dos Lagos;(-0.001, 300000.0]
4665;3 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
4666;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Jardim Placaford;(300000.0, 450000.0]
4667;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Candeal;(450000.0, 650000.0]
4668;3 quartos;;3 banheiros;(110.0, 163.0];Graça;(650000.0, 1140000.0]
4669;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4670;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4671;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(450000.0, 650000.0]
4672;4 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Nazaré;(300000.0, 450000.0]
4673;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(-0.001, 300000.0]
4674;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Barra;(1140000.0, 88000000.0]
4675;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Ondina;(450000.0, 650000.0]
4676;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituaçu;(650000.0, 1140000.0]
4677;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Imbuí;(650000.0, 1140000.0]
4678;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Luiz Anselmo;(300000.0, 450000.0]
4679;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
4680;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Candeal;(1140000.0, 88000000.0]
4681;1 quarto;1 vaga de garagem;2 banheiros;(12.999, 60.0];Amaralina;(-0.001, 300000.0]
4682;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4683;3 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
4684;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4685;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Pernambués;(300000.0, 450000.0]
4686;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Brotas;(-0.001, 300000.0]
4687;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Caminho das Árvores;(650000.0, 1140000.0]
4688;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
4689;2 quartos;2 vagas de garagem;1 banheiro;(60.0, 80.0];Stella Maris;(450000.0, 650000.0]
4690;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Costa Azul;(300000.0, 450000.0]
4691;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
4692;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Rio Vermelho;(-0.001, 300000.0]
4693;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Engenho Velho de Brotas;(-0.001, 300000.0]
4694;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(450000.0, 650000.0]
4695;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
4696;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4697;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(650000.0, 1140000.0]
4698;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Graça;(450000.0, 650000.0]
4699;5 ou mais quartos;;5 ou mais banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
4700;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
4701;3 quartos;4 vagas de garagem;3 banheiros;(163.0, 4126.0];Ondina;(1140000.0, 88000000.0]
4702;2 quartos;;1 banheiro;(12.999, 60.0];Sussuarana;(-0.001, 300000.0]
4703;2 quartos;;2 banheiros;(60.0, 80.0];Ondina;(-0.001, 300000.0]
4704;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4705;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
4708;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Jardim das Margaridas;(-0.001, 300000.0]
4709;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(300000.0, 450000.0]
4710;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
4711;4 quartos;;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4712;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Stella Maris;(1140000.0, 88000000.0]
4713;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];São Marcos;(-0.001, 300000.0]
4714;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4715;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4716;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
4717;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Ondina;(650000.0, 1140000.0]
4718;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4719;3 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Brotas;(650000.0, 1140000.0]
4720;3 quartos;4 vagas de garagem;3 banheiros;(163.0, 4126.0];Ondina;(1140000.0, 88000000.0]
4721;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Barra;(300000.0, 450000.0]
4722;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4723;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Vitória;(650000.0, 1140000.0]
4724;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
4725;4 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Candeal;(650000.0, 1140000.0]
4726;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Santa Teresa;(300000.0, 450000.0]
4727;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Barra;(650000.0, 1140000.0]
4728;1 quarto;;1 banheiro;(12.999, 60.0];Ondina;(300000.0, 450000.0]
4729;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Barra;(650000.0, 1140000.0]
4730;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
4731;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barra;(300000.0, 450000.0]
4732;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Itaigara;(450000.0, 650000.0]
4733;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
4734;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Rio Vermelho;(300000.0, 450000.0]
4735;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
4736;2 quartos;2 vagas de garagem;1 banheiro;(60.0, 80.0];Stella Maris;(650000.0, 1140000.0]
4737;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(450000.0, 650000.0]
4738;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Stella Maris;(300000.0, 450000.0]
4739;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
4740;3 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Armação;(650000.0, 1140000.0]
4741;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Graça;(300000.0, 450000.0]
4742;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(300000.0, 450000.0]
4743;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituaçu;(1140000.0, 88000000.0]
4744;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Barra;(300000.0, 450000.0]
4745;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Federação;(300000.0, 450000.0]
4746;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Costa Azul;(-0.001, 300000.0]
4747;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4748;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4749;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];Caminho das Árvores;(450000.0, 650000.0]
4750;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Costa Azul;(450000.0, 650000.0]
4751;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Canela;(650000.0, 1140000.0]
4752;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4753;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Armação;(650000.0, 1140000.0]
4754;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4755;3 quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Candeal;(1140000.0, 88000000.0]
4758;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Candeal;(650000.0, 1140000.0]
4759;5 ou mais quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
4760;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Imbuí;(300000.0, 450000.0]
4761;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Itaigara;(650000.0, 1140000.0]
4762;2 quartos;;1 banheiro;(12.999, 60.0];Costa Azul;(-0.001, 300000.0]
4763;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
4764;3 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4765;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4766;4 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Itaigara;(1140000.0, 88000000.0]
4767;3 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
4768;4 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Alphaville I;(1140000.0, 88000000.0]
4769;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];Armação;(300000.0, 450000.0]
4770;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Graça;(450000.0, 650000.0]
4771;3 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
4772;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Brotas;(-0.001, 300000.0]
4773;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Luiz Anselmo;(-0.001, 300000.0]
4774;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4775;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4776;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4777;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Amaralina;(-0.001, 300000.0]
4778;3 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Ondina;(1140000.0, 88000000.0]
4779;2 quartos;;1 banheiro;(12.999, 60.0];Barbalho;(-0.001, 300000.0]
4780;4 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Stella Maris;(650000.0, 1140000.0]
4781;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Nova Brasília;(-0.001, 300000.0]
4782;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
4783;1 quarto;3 vagas de garagem;4 banheiros;(110.0, 163.0];Itaigara;(1140000.0, 88000000.0]
4784;4 quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
4785;4 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Armação;(650000.0, 1140000.0]
4786;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
4787;2 quartos;2 vagas de garagem;2 banheiros;(12.999, 60.0];Pernambués;(300000.0, 450000.0]
4788;5 ou mais quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
4789;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Vila Laura;(300000.0, 450000.0]
4790;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Itaigara;(300000.0, 450000.0]
4791;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Costa Azul;(-0.001, 300000.0]
4792;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Horto Bela Vista;(300000.0, 450000.0]
4793;3 quartos;;2 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
4794;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4795;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(300000.0, 450000.0]
4796;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4797;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Horto Bela Vista;(650000.0, 1140000.0]
4798;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Patamares;(650000.0, 1140000.0]
4799;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Costa Azul;(650000.0, 1140000.0]
4800;3 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Caminho das Árvores;(1140000.0, 88000000.0]
4801;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
4802;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(300000.0, 450000.0]
4803;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituaçu;(650000.0, 1140000.0]
4804;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(450000.0, 650000.0]
4805;3 quartos;1 vaga de garagem;4 banheiros;(60.0, 80.0];Stella Maris;(450000.0, 650000.0]
4806;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Pituaçu;(650000.0, 1140000.0]
4807;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
4808;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4809;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4810;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Horto Bela Vista;(300000.0, 450000.0]
4811;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Costa Azul;(300000.0, 450000.0]
4812;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Itaigara;(300000.0, 450000.0]
4813;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Paralela;(650000.0, 1140000.0]
4814;3 quartos;2 vagas de garagem;2 banheiros;(163.0, 4126.0];Ondina;(650000.0, 1140000.0]
4815;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(-0.001, 300000.0]
4816;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Boca do Rio;(450000.0, 650000.0]
